tag,panel,symbols,horizon,band,families,model,regime,class_weight,params,n_train,n_test,ratio,cv_top,top,all_rows,lift,p_null,thin,n_thin,thin_t,thin_all,ll,ll_prior
d12m4,crypto-1d,BTC DOGE,12,0.001,hr+mo+st+w1+wc,LightGBM,repeated-kfold,none,"{""learning_rate"": 0.03934883146854815, ""num_leaves"": 63, ""n_estimators"": 172, ""min_child_samples"": 100, ""subsample"": 0.69, ""subsample_freq"": 1, ""colsample_bytree"": 0.75, ""reg_lambda"": 1.0}",1464,280,1.1992369223487658,0.09435833914230317,0.0015517396796162109,-0.012661148621771385,0.014212888301387595,0.149,-0.029710992108600644,13,-1.3222312601558435,-0.01899536536679656,0.8167872040621775,0.7186009064518735
d12m5,crypto-1d,BTC DOGE,12,0.001,hr+mo+st+w1+wc,RF,repeated-kfold,none,"{""n_estimators"": 140, ""max_depth"": 6, ""min_samples_leaf"": 500, ""max_features"": ""0.3""}",1464,280,1.0010948414104923,0.025335528112506257,-0.012661148621771385,-0.012661148621771385,0.0,1.0,-0.018995365366796562,53,-1.327014461647318,-0.01899536536679656,0.7181758883450744,0.7186009064518735
d13m1,crypto-1d,ADA BNB BTC ETH,12,0.01,btc+rg+ta+tl+w1+wc,LightGBM,repeated-kfold,none,"{""learning_rate"": 0.15209783796189724, ""num_leaves"": 63, ""n_estimators"": 156, ""min_child_samples"": 20, ""subsample"": 0.57, ""subsample_freq"": 1, ""colsample_bytree"": 0.94, ""reg_lambda"": 10.0}",3188,557,4.542973653674051,0.14053959112892517,-0.024782788558937945,-0.015290990943778606,-0.009491797615159338,0.819,-0.01777986570742183,37,-1.0490956188129534,-0.02337838280161355,1.2015288235941166,0.9279547520251533
d13m2,crypto-1d,ADA BNB BTC ETH,12,0.01,btc+rg+ta+tl+w1+wc,LogReg.enet,leave-one-out,none,"{""C"": 0.1593618444424075, ""l1_ratio"": 0.75}",3188,557,1.0985252068768887,0.08662771652638912,-0.024159894630021883,-0.015290990943778606,-0.008868903686243277,0.8255,-0.014304071421385744,40,-0.9517453123909596,-0.02337838280161355,0.9436350024702378,0.9279547520251533
d13m3,crypto-1d,ADA BNB BTC ETH,12,0.01,btc+rg+ta+tl+w1+wc,RF,leave-one-out,none,"{""n_estimators"": 101, ""max_depth"": 0, ""min_samples_leaf"": 50, ""max_features"": ""sqrt""}",3188,557,1.063874286463317,0.13412677281101545,-0.0026436490569155596,-0.015290990943778606,0.012647341886863048,0.104,-0.007485837368256842,37,-0.3711695746354483,-0.02337838280161355,0.9233254834425492,0.9279547520251533
d13m4,crypto-1d,ADA BNB BTC ETH,12,0.01,btc+rg+ta+tl+w1+wc,LogReg.enet,monte-carlo,none,"{""C"": 0.001933439661000459, ""l1_ratio"": 0.48}",3188,557,1.0007663681768562,0.024060765712473807,-0.015290990943778606,-0.015290990943778606,0.0,1.0,-0.02337838280161355,107,-2.060661142033352,-0.02337838280161355,0.9320702918434175,0.9279547520251533
d13m5,crypto-1d,ADA BNB BTC ETH,12,0.01,btc+rg+ta+tl+w1+wc,HistGBM,expanding,none,"{""learning_rate"": 0.16282170990231154, ""max_leaf_nodes"": 7, ""max_iter"": 173, ""l2_regularization"": 10.0, ""min_samples_leaf"": 100}",3188,557,3.2626058175433825,-0.009710865868444073,-0.016092910452745857,-0.015290990943778606,-0.0008019195089672502,0.531,-0.0007422821756738901,39,-0.03723667086625082,-0.02337838280161355,1.1173633528578713,0.9279547520251533
d14m1,equity-1h,AMZN GOOGL META XLK XOM,6,0.0015,d1+hr+st+ta+tl+wc,HistGBM,monte-carlo,none,"{""learning_rate"": 0.04684157864832607, ""max_leaf_nodes"": 15, ""max_iter"": 184, ""l2_regularization"": 10.0, ""min_samples_leaf"": 400}",13820,3923,1.1112112598910677,0.00674663128584277,-0.0004964658058764544,-0.0006112190371024988,0.00011475323122604438,0.4025,-0.0007681690291070139,228,-0.7036596745452167,-0.0006506130615223902,1.0056276981793113,0.9823321006139711
d14m2,equity-1h,AMZN GOOGL META XLK XOM,6,0.0015,d1+hr+st+ta+tl+wc,LightGBM,leave-one-out,none,"{""learning_rate"": 0.041369588537599915, ""num_leaves"": 15, ""n_estimators"": 361, ""min_child_samples"": 100, ""subsample"": 0.58, ""subsample_freq"": 1, ""colsample_bytree"": 0.8, ""reg_lambda"": 10.0}",13820,3923,1.1310657166045375,0.012663322343442512,-0.00038747624615110925,-0.0006112190371024988,0.00022374279095138954,0.313,-0.0002896634976204959,226,-0.2783531197050939,-0.0006506130615223902,1.0080774516383333,0.9823321006139711
d14m3,equity-1h,AMZN GOOGL META XLK XOM,6,0.0015,d1+hr+st+ta+tl+wc,LogReg.enet,kfold,none,"{""C"": 0.001498776566698241, ""l1_ratio"": 0.26}",13820,3923,0.9992801128758646,-0.0008303233702047622,0.0017190307368617802,-0.0006112190371024988,0.002330249773964279,0.0,0.0013157951905926845,182,1.0321620361163575,-0.0006506130615223902,0.9821549430499131,0.9823321006139711
d14m4,equity-1h,AMZN GOOGL META XLK XOM,6,0.0015,d1+hr+st+ta+tl+wc,LogReg.enet,kfold,none,"{""C"": 0.0030320351352869893, ""l1_ratio"": 0.83}",13820,3923,1.0011551580122586,-0.0007766071549966439,-0.0006112190371024988,-0.0006112190371024988,0.0,1.0,-0.000650613061522391,679,-1.165456098032851,-0.0006506130615223902,0.9823013786098029,0.9823321006139711
d14m5,equity-1h,AMZN GOOGL META XLK XOM,6,0.0015,d1+hr+st+ta+tl+wc,RF,bootstrap,none,"{""n_estimators"": 285, ""max_depth"": 6, ""min_samples_leaf"": 1, ""max_features"": ""0.6""}",13820,3923,1.0332404471996648,0.005751012183304763,-7.278337948369814e-05,-0.0006112190371024988,0.0005384356576188006,0.1235,-0.00015141489465760922,216,-0.1504964246774448,-0.0006506130615223902,0.9769625283399396,0.9823321006139711
d15m1,crypto-1h,ADA BNB BTC ETH LINK PEPE,12,0.01,hr+tl,HistGBM,rolling,none,"{""learning_rate"": 0.019657743063103097, ""max_leaf_nodes"": 31, ""max_iter"": 359, ""l2_regularization"": 0.0, ""min_samples_leaf"": 100}",20000,14528,2.677147401406994,-0.0015769343025774341,-0.00745955183791682,-0.004667706870964079,-0.002791844966952741,1.0,-0.005905831604503189,538,-5.041819557744249,-0.004301693871954707,1.1394929919792742,1.0853638197953062
d15m2,crypto-1h,ADA BNB BTC ETH LINK PEPE,12,0.01,hr+tl,HistGBM,repeated-kfold,balanced,"{""learning_rate"": 0.01736633913558085, ""max_leaf_nodes"": 7, ""max_iter"": 126, ""l2_regularization"": 1.0, ""min_samples_leaf"": 100}",20000,14528,1.0099346089940788,0.009752873213428909,-0.007812800901144005,-0.004667706870964079,-0.0031450940301799256,1.0,-0.006499387825163593,457,-5.058029321925262,-0.004301693871954707,1.0722842028326875,1.0853638197953062
d15m3,crypto-1h,ADA BNB BTC ETH LINK PEPE,12,0.01,hr+tl,HistGBM,repeated-kfold,none,"{""learning_rate"": 0.03514287048890467, ""max_leaf_nodes"": 31, ""max_iter"": 303, ""l2_regularization"": 10.0, ""min_samples_leaf"": 100}",20000,14528,1.1724158262163624,0.021194575193325668,-0.007127489897378326,-0.004667706870964079,-0.0024597830264142468,1.0,-0.005600488988171414,552,-4.884275050236591,-0.004301693871954707,1.159549618032876,1.0853638197953062
d15m4,crypto-1h,ADA BNB BTC ETH LINK PEPE,12,0.01,hr+tl,LogReg.glm,rolling,none,"{""C"": 0.04177126212267328}",20000,14528,1.0387846944720507,-0.001441162462414013,-0.004478749752933416,-0.004667706870964079,0.00018895711803066338,0.321,-0.004486054910244253,504,-3.7832076762549405,-0.004301693871954707,1.0557709797292754,1.0853638197953062
d15m5,crypto-1h,ADA BNB BTC ETH LINK PEPE,12,0.01,hr+tl,LogReg.glm,repeated-kfold,none,"{""C"": 0.1278370612251029}",20000,14528,1.0025244597901186,0.003332905142193113,-0.0044086272356301725,-0.004667706870964079,0.00025907963533390675,0.253,-0.004420996571208168,504,-3.7367031581945342,-0.004301693871954707,1.0562668590492668,1.0853638197953062
d16m1,crypto-1d,BTC DOGE,6,0.002,hr+mo+st+w1,RF,bootstrap,none,"{""n_estimators"": 248, ""max_depth"": 4, ""min_samples_leaf"": 500, ""max_features"": ""sqrt""}",1480,281,0.996508137140245,0.015166572584352217,-0.006284742729820384,-0.006284742729820384,0.0,1.0,-0.008527748089233091,92,-0.9921915349035201,-0.00852774808923309,0.8488806052297919,0.8485801844794546
d16m2,crypto-1d,BTC DOGE,6,0.002,hr+mo+st+w1,LightGBM,rolling,none,"{""learning_rate"": 0.0324819127375597, ""num_leaves"": 15, ""n_estimators"": 199, ""min_child_samples"": 20, ""subsample"": 0.71, ""subsample_freq"": 1, ""colsample_bytree"": 0.81, ""reg_lambda"": 0.0}",1480,281,2.974095819223623,-0.005316648413509696,0.008595349171158057,-0.006284742729820384,0.014880091900978441,0.062,0.005678845940116682,34,0.4796547103312074,-0.00852774808923309,1.0198184728036366,0.8485801844794546
d16m3,crypto-1d,BTC DOGE,6,0.002,hr+mo+st+w1,LogReg.glm,repeated-kfold,balanced,"{""C"": 4.678289484570701}",1480,281,1.0377951797995417,0.02253218107299878,-0.00969845689463086,-0.006284742729820384,-0.003413714164810476,0.6515,-0.013318841700603327,26,-1.1356917927675454,-0.00852774808923309,1.0381252144197735,0.8485801844794546
d16m4,crypto-1d,BTC DOGE,6,0.002,hr+mo+st+w1,LogReg.enet,rolling,none,"{""C"": 0.2975441494506548, ""l1_ratio"": 0.83}",1480,281,1.2519510627782975,-0.009558511174896634,-0.013517210676653409,-0.006284742729820384,-0.0072324679468330245,0.788,-0.01654295318806544,25,-1.4134386724123302,-0.00852774808923309,0.8525775872588797,0.8485801844794546
d16m5,crypto-1d,BTC DOGE,6,0.002,hr+mo+st+w1,LogReg.glm,expanding,balanced,"{""C"": 0.005147058791020795}",1480,281,1.084257571804971,0.020055689048098388,-0.01006136121217717,-0.006284742729820384,-0.0037766184823567854,0.6435,-0.014321804043424962,26,-1.2848101078267935,-0.00852774808923309,1.1609679757971187,0.8485801844794546
d17m1,crypto-4h,BTC DOGE,24,0.002,ta+tl,LogReg.glm,rolling,none,"{""C"": 0.015548177937446108}",13133,2548,1.0365100965887477,-0.00015852790877932251,-0.006510609141445956,-0.005955064068974407,-0.0005555450724715489,0.5975,-0.003396262711043368,90,-0.4708387239703168,-0.008120556681800069,0.8333659946531586,0.8337665583759126
d17m2,crypto-4h,BTC DOGE,24,0.002,ta+tl,LightGBM,leave-one-out,none,"{""learning_rate"": 0.01417924115087315, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""subsample"": 0.75, ""subsample_freq"": 1, ""colsample_bytree"": 0.55, ""reg_lambda"": 0.0}",13133,2548,1.0773166080345158,-0.02030881166582306,0.0048333213558813155,-0.005955064068974407,0.010788385424855723,0.0,0.0025650175090284172,90,0.3784199243273702,-0.008120556681800069,0.8296940470884423,0.8337665583759126
d17m3,crypto-4h,BTC DOGE,24,0.002,ta+tl,RF,leave-one-out,none,"{""n_estimators"": 153, ""max_depth"": 4, ""min_samples_leaf"": 500, ""max_features"": ""0.3""}",13133,2548,1.0194164968722836,0.012546364701042572,-0.0034975220892309008,-0.005955064068974407,0.0024575419797435065,0.1715,-0.003075797406774218,83,-0.38813057843209176,-0.008120556681800069,0.8308758026670959,0.8337665583759126
d17m4,crypto-4h,BTC DOGE,24,0.002,ta+tl,RF,leave-one-out,none,"{""n_estimators"": 276, ""max_depth"": 12, ""min_samples_leaf"": 200, ""max_features"": ""0.6""}",13133,2548,1.04167598045532,-0.009610241659373665,-0.0030496877787826475,-0.005955064068974407,0.00290537629019176,0.124,0.0005118628337540096,88,0.0645106118883392,-0.008120556681800069,0.8292598790745562,0.8337665583759126
